dimensionality_reduction,n_dimensions,balancing_technique,n_layers,n_neurons,optimizer_type,learning_rate,epochs,valid_accuracy,valid_loss,train_accuracy,train_loss
none,1,none,2,10,adam,0.01,200,0.26579999923706055,2.5213305950164795,0.27782222628593445,2.452669143676758
none,1,none,1,100,adam,0.001,150,0.26159998774528503,2.5214147567749023,0.2697555720806122,2.483428955078125
none,1,none,2,50,adam,0.01,175,0.2678000032901764,2.5215044021606445,0.31513333320617676,2.2898736000061035
none,1,none,0,50,adam,0.01,80,0.2587999999523163,2.5217928886413574,0.26500001549720764,2.4620604515075684
none,1,oversample,0,100,adam,0.01,80,0.2581999897956848,2.5219011306762695,0.2653333246707916,2.462432622909546
none,1,undersample,2,50,adam,0.01,150,0.2727999985218048,2.522050380706787,0.31111112236976624,2.308067798614502
none,1,oversample,0,50,adam,0.01,80,0.259799987077713,2.522334575653076,0.2648000121116638,2.463373899459839
none,1,undersample,0,50,adam,0.01,80,0.2587999999523163,2.5224342346191406,0.2647555470466614,2.463188648223877
none,1,oversample,3,50,adam,0.01,125,0.26339998841285706,2.5224688053131104,0.286133348941803,2.4132394790649414
none,1,none,0,100,adam,0.01,80,0.25839999318122864,2.5224905014038086,0.26500001549720764,2.4627952575683594
none,1,oversample,0,10,adam,0.01,80,0.2587999999523163,2.52282452583313,0.26511111855506897,2.463176965713501
none,1,none,2,100,adam,0.01,80,0.259799987077713,2.5229101181030273,0.2786666750907898,2.443251371383667
none,1,undersample,0,10,adam,0.01,80,0.25839999318122864,2.522939920425415,0.2645333409309387,2.4638631343841553
none,1,undersample,0,100,adam,0.01,80,0.26080000400543213,2.5229556560516357,0.2648666799068451,2.463271141052246
none,1,oversample,1,100,adam,0.01,150,0.2719999849796295,2.5231831073760986,0.3338000178337097,2.198732614517212
none,1,undersample,2,100,adam,0.01,175,0.2662000060081482,2.523253917694092,0.3226666748523712,2.265965223312378
none,1,none,0,10,adam,0.01,80,0.259799987077713,2.5237298011779785,0.26448890566825867,2.4639575481414795
none,1,none,1,10,adam,0.01,125,0.26579999923706055,2.5237839221954346,0.2728666663169861,2.4672036170959473
none,1,oversample,2,100,adam,0.01,150,0.2733999788761139,2.524153709411621,0.31868889927864075,2.2832632064819336
none,1,undersample,2,100,adam,0.001,150,0.2611999809741974,2.524174928665161,0.2722444534301758,2.4750943183898926
none,1,undersample,1,50,adam,0.001,200,0.25859999656677246,2.525001287460327,0.2689777910709381,2.4837493896484375
none,1,none,1,100,adam,0.01,150,0.26739999651908875,2.525437355041504,0.3334222137928009,2.2157015800476074
none,1,none,3,50,adam,0.01,200,0.2712000012397766,2.52571964263916,0.30451110005378723,2.351764440536499
none,1,none,3,100,adam,0.001,200,0.2581999897956848,2.5260839462280273,0.27248889207839966,2.4659674167633057
none,1,oversample,1,10,adam,0.01,150,0.26159998774528503,2.5261073112487793,0.26917779445648193,2.471367597579956
none,1,undersample,2,50,adam,0.01,80,0.26499998569488525,2.5263514518737793,0.27175554633140564,2.4754703044891357
none,1,none,3,50,adam,0.01,175,0.26659998297691345,2.527787208557129,0.2985111176967621,2.372062921524048
none,1,none,2,50,adam,0.01,200,0.2655999958515167,2.5280091762542725,0.3228222131729126,2.260829448699951
none,1,undersample,1,10,adam,0.1,175,0.2606000006198883,2.528158187866211,0.2701333463191986,2.4758880138397217
none,1,oversample,2,100,adam,0.001,150,0.25839999318122864,2.528954267501831,0.26768890023231506,2.4892473220825195
none,1,none,2,100,adam,0.01,125,0.27219998836517334,2.530146837234497,0.31084445118904114,2.325974225997925
none,1,undersample,1,10,adam,0.01,125,0.2574000060558319,2.531524896621704,0.26746666431427,2.4876389503479004
none,1,none,2,50,adam,0.001,200,0.2606000006198883,2.53273606300354,0.2654666602611542,2.4967947006225586
none,1,none,2,100,adam,0.01,150,0.2687999904155731,2.5334010124206543,0.3375333249568939,2.2154767513275146
none,1,oversample,3,100,adam,0.001,200,0.26019999384880066,2.5338048934936523,0.27326667308807373,2.472196102142334
none,1,oversample,1,10,adam,0.1,100,0.26339998841285706,2.5342416763305664,0.27406665682792664,2.4625027179718018
none,1,none,2,100,adam,0.001,150,0.26100000739097595,2.5349881649017334,0.2662000060081482,2.4964492321014404
none,1,oversample,2,50,adam,0.001,200,0.25859999656677246,2.5356009006500244,0.2632666826248169,2.5009865760803223
none,1,undersample,1,10,adam,0.1,125,0.259799987077713,2.5357272624969482,0.2698444426059723,2.4758360385894775
none,1,oversample,3,50,adam,0.01,150,0.2678000032901764,2.535953998565674,0.2937999963760376,2.400567054748535
none,1,none,1,10,adam,0.01,175,0.26019999384880066,2.536595344543457,0.2658444344997406,2.4808804988861084
none,1,undersample,2,50,adam,0.001,200,0.26100000739097595,2.5374960899353027,0.26837778091430664,2.48974347114563
none,1,none,2,10,adam,0.01,175,0.25939998030662537,2.537513494491577,0.2695777714252472,2.477761745452881
none,1,oversample,2,50,adam,0.01,80,0.2621999979019165,2.53859543800354,0.26733332872390747,2.4945645332336426
none,1,oversample,1,100,adam,0.01,175,0.27799999713897705,2.538630723953247,0.3422444462776184,2.1766855716705322
none,1,undersample,3,50,adam,0.01,125,0.25999999046325684,2.5419516563415527,0.28217777609825134,2.4329655170440674
none,1,oversample,2,10,adam,0.01,150,0.2595999836921692,2.542283296585083,0.2624889016151428,2.5051047801971436
none,1,none,3,10,adam,0.01,175,0.26420000195503235,2.542442798614502,0.27033334970474243,2.4876418113708496
none,1,undersample,3,10,adam,0.01,200,0.25439998507499695,2.5425660610198975,0.26822221279144287,2.4833297729492188
none,1,undersample,1,10,adam,0.1,200,0.25439998507499695,2.5427439212799072,0.26786667108535767,2.4975130558013916
none,1,none,3,10,adam,0.01,200,0.2572000026702881,2.543055534362793,0.26713332533836365,2.4871926307678223
none,1,oversample,3,10,adam,0.01,200,0.2557999789714813,2.544792890548706,0.2663777768611908,2.488982915878296
none,1,undersample,1,10,adam,0.01,150,0.25699999928474426,2.545424699783325,0.2647111117839813,2.4981839656829834
none,1,undersample,3,100,adam,0.001,200,0.2621999979019165,2.5460896492004395,0.2696889042854309,2.4787325859069824
none,1,oversample,1,50,adam,0.001,175,0.2541999816894531,2.546278238296509,0.259977787733078,2.5131027698516846
none,1,undersample,3,50,adam,0.01,200,0.2678000032901764,2.5467453002929688,0.31406667828559875,2.3107006549835205
none,1,none,3,100,adam,0.001,175,0.2590000033378601,2.5473999977111816,0.26537778973579407,2.4966771602630615
none,1,none,2,10,adam,0.01,150,0.2587999999523163,2.5482499599456787,0.26242223381996155,2.5146420001983643
none,1,none,1,10,adam,0.1,175,0.2533999979496002,2.5483031272888184,0.26482221484184265,2.506995916366577
none,1,none,2,100,adam,0.01,175,0.27539998292922974,2.5490684509277344,0.33157777786254883,2.220883369445801
none,1,undersample,3,50,adam,0.01,100,0.25519999861717224,2.5491538047790527,0.2678222358226776,2.4920225143432617
none,1,none,1,10,adam,0.1,100,0.2557999789714813,2.549170732498169,0.2645333409309387,2.5029120445251465
none,1,undersample,2,10,adam,0.01,200,0.2619999945163727,2.549323081970215,0.2677333354949951,2.489616632461548
none,1,oversample,1,10,adam,0.1,200,0.25779998302459717,2.5496623516082764,0.2620444595813751,2.5141007900238037
none,1,undersample,2,10,adam,0.01,175,0.2563999891281128,2.5499022006988525,0.2640666663646698,2.5135791301727295
none,1,oversample,1,10,adam,0.1,125,0.25699999928474426,2.550760269165039,0.2732444405555725,2.4739737510681152
none,1,oversample,2,50,adam,0.001,175,0.25599998235702515,2.5508041381835938,0.2624000012874603,2.51880145072937
none,1,undersample,1,50,adam,0.001,175,0.2563999891281128,2.5509352684020996,0.25842222571372986,2.5195178985595703
none,1,undersample,1,100,adam,0.001,125,0.25380000472068787,2.5510518550872803,0.2563333213329315,2.521221160888672
none,1,undersample,1,100,adam,0.01,175,0.26999998092651367,2.5510687828063965,0.3330444395542145,2.203062057495117
none,1,none,1,50,adam,0.001,175,0.257999986410141,2.5531842708587646,0.25831112265586853,2.526784896850586
