dimensionality_reduction,n_dimensions,balancing_technique,n_layers,n_neurons,optimizer_type,learning_rate,epochs,valid_accuracy,valid_loss,train_accuracy,train_loss
none,1,none,0,100,adam,0.01,125,0.21119999885559082,2.7544567584991455,0.20453333854675293,2.7398438453674316
none,1,oversample,0,10,adam,0.01,125,0.21119999885559082,2.7544639110565186,0.20453333854675293,2.7398324012756348
none,1,none,0,50,adam,0.01,100,0.21119999885559082,2.7544679641723633,0.20453333854675293,2.739884614944458
none,1,oversample,0,100,adam,0.01,100,0.21119999885559082,2.7544708251953125,0.20453333854675293,2.7399253845214844
none,1,none,0,50,adam,0.01,125,0.21119999885559082,2.7544898986816406,0.20453333854675293,2.739851474761963
none,1,none,1,10,adam,0.001,200,0.21119999885559082,2.7544915676116943,0.20453333854675293,2.7403602600097656
none,1,undersample,0,10,adam,0.01,125,0.21119999885559082,2.75449538230896,0.20453333854675293,2.739875078201294
none,1,none,0,100,adam,0.001,150,0.21119999885559082,2.754499912261963,0.20453333854675293,2.7402873039245605
none,1,undersample,0,10,adam,0.01,100,0.21119999885559082,2.754505157470703,0.20453333854675293,2.7399520874023438
none,1,none,0,100,adam,0.01,100,0.21119999885559082,2.754532814025879,0.20453333854675293,2.7399439811706543
none,1,undersample,0,100,adam,0.01,100,0.21119999885559082,2.7545394897460938,0.20453333854675293,2.7399535179138184
none,1,oversample,1,50,adam,0.001,100,0.21119999885559082,2.7545440196990967,0.20453333854675293,2.740372657775879
none,1,none,2,100,adam,0.001,80,0.21119999885559082,2.7545478343963623,0.20453333854675293,2.7403762340545654
none,1,undersample,0,50,adam,0.01,100,0.21119999885559082,2.7545602321624756,0.20453333854675293,2.7399773597717285
none,1,undersample,1,100,adam,0.1,100,0.21119999885559082,2.7545812129974365,0.20453333854675293,2.740355968475342
none,1,undersample,1,10,adam,0.1,200,0.21119999885559082,2.754581928253174,0.20453333854675293,2.7403571605682373
none,1,oversample,3,100,adam,0.001,80,0.21119999885559082,2.7545862197875977,0.20453333854675293,2.7404532432556152
none,1,none,0,100,adam,0.001,80,0.21119999885559082,2.754591941833496,0.20453333854675293,2.7442779541015625
none,1,none,3,50,adam,0.001,100,0.21119999885559082,2.754598617553711,0.20453333854675293,2.7403676509857178
none,1,oversample,0,10,adam,0.001,175,0.21119999885559082,2.7546041011810303,0.20453333854675293,2.740262508392334
none,1,none,1,50,adam,0.01,80,0.21119999885559082,2.754617929458618,0.20453333854675293,2.740352153778076
none,1,undersample,3,100,adam,0.001,80,0.21119999885559082,2.7546305656433105,0.20453333854675293,2.7404544353485107
none,1,oversample,1,10,adam,0.001,175,0.21119999885559082,2.754631280899048,0.20453333854675293,2.7404091358184814
none,1,none,3,100,adam,0.001,80,0.21119999885559082,2.7546355724334717,0.20453333854675293,2.7404258251190186
none,1,undersample,3,100,adam,0.01,80,0.21119999885559082,2.7546439170837402,0.20453333854675293,2.7403461933135986
none,1,undersample,0,50,adam,0.001,175,0.21119999885559082,2.754645824432373,0.20453333854675293,2.740271806716919
none,1,undersample,0,10,adam,0.001,175,0.21119999885559082,2.754647970199585,0.20453333854675293,2.740281581878662
none,1,oversample,1,10,adam,0.001,200,0.21119999885559082,2.754650592803955,0.20453333854675293,2.7403507232666016
none,1,oversample,0,100,adam,0.001,175,0.21119999885559082,2.7546586990356445,0.20453333854675293,2.740281820297241
none,1,undersample,0,100,adam,0.001,175,0.21119999885559082,2.7546749114990234,0.20453333854675293,2.740251064300537
none,1,none,0,50,adam,0.001,175,0.21119999885559082,2.7547008991241455,0.20453333854675293,2.740278959274292
none,1,oversample,0,50,adam,0.001,175,0.21119999885559082,2.754711866378784,0.20453333854675293,2.7402873039245605
none,1,none,0,100,adam,0.001,175,0.21119999885559082,2.754716396331787,0.20453333854675293,2.7402737140655518
none,1,oversample,2,50,adam,0.1,80,0.21119999885559082,2.7547194957733154,0.20453333854675293,2.740353584289551
none,1,oversample,3,50,adam,0.1,80,0.21119999885559082,2.7547214031219482,0.20453333854675293,2.740356922149658
none,1,undersample,3,50,adam,0.001,100,0.21119999885559082,2.7547214031219482,0.20453333854675293,2.7403717041015625
none,1,none,0,10,adam,0.001,175,0.21119999885559082,2.7547309398651123,0.20453333854675293,2.7402830123901367
none,1,undersample,3,10,adam,0.01,80,0.21119999885559082,2.7547364234924316,0.20453333854675293,2.740363597869873
none,1,none,3,50,adam,0.1,80,0.21119999885559082,2.75473952293396,0.20453333854675293,2.7403461933135986
none,1,none,1,100,adam,0.001,100,0.21119999885559082,2.7547402381896973,0.20453333854675293,2.7403500080108643
none,1,oversample,0,100,adam,0.001,200,0.21119999885559082,2.754744529724121,0.20453333854675293,2.740248680114746
none,1,none,2,50,adam,0.001,125,0.21119999885559082,2.754746198654175,0.20453333854675293,2.7403433322906494
none,1,oversample,1,50,adam,0.001,80,0.21119999885559082,2.7547483444213867,0.20453333854675293,2.740854263305664
none,1,undersample,0,50,adam,0.001,200,0.21119999885559082,2.7547545433044434,0.20453333854675293,2.740260601043701
none,1,oversample,2,50,adam,0.1,100,0.21119999885559082,2.754755973815918,0.20453333854675293,2.740335464477539
none,1,none,0,10,adam,0.001,200,0.21119999885559082,2.7547566890716553,0.20453333854675293,2.740250587463379
none,1,undersample,3,50,adam,0.01,80,0.21119999885559082,2.7547590732574463,0.20453333854675293,2.7403483390808105
none,1,undersample,3,100,adam,0.001,100,0.21119999885559082,2.75476336479187,0.20453333854675293,2.740354299545288
none,1,oversample,2,100,adam,0.1,80,0.21119999885559082,2.7547645568847656,0.20453333854675293,2.740337371826172
none,1,oversample,0,50,adam,0.001,200,0.21119999885559082,2.754774570465088,0.20453333854675293,2.7402503490448
none,1,none,2,50,adam,0.1,100,0.21119999885559082,2.754775285720825,0.20453333854675293,2.740338087081909
none,1,none,0,50,adam,0.001,200,0.21119999885559082,2.7547764778137207,0.20453333854675293,2.740262031555176
none,1,undersample,3,100,adam,0.01,100,0.21119999885559082,2.754777431488037,0.20453333854675293,2.7403452396392822
none,1,oversample,0,10,adam,0.001,200,0.21119999885559082,2.7547810077667236,0.20453333854675293,2.7402443885803223
none,1,undersample,3,100,adam,0.1,80,0.21119999885559082,2.7547848224639893,0.20453333854675293,2.7403483390808105
none,1,none,2,100,adam,0.1,100,0.21119999885559082,2.754796028137207,0.20453333854675293,2.7403457164764404
none,1,oversample,2,100,adam,0.001,80,0.21119999885559082,2.7547972202301025,0.20453333854675293,2.7403738498687744
none,1,none,3,100,adam,0.01,80,0.21119999885559082,2.75479793548584,0.20453333854675293,2.740344524383545
none,1,undersample,2,10,adam,0.1,200,0.21119999885559082,2.754807472229004,0.20453333854675293,2.740233898162842
none,1,undersample,0,100,adam,0.001,200,0.21119999885559082,2.7548115253448486,0.20453333854675293,2.740269422531128
none,1,undersample,0,10,adam,0.001,200,0.21119999885559082,2.7548139095306396,0.20453333854675293,2.7402567863464355
none,1,none,0,100,adam,0.001,200,0.21119999885559082,2.7548165321350098,0.20453333854675293,2.7402634620666504
none,1,oversample,3,50,adam,0.1,100,0.21119999885559082,2.7548224925994873,0.20453333854675293,2.740351676940918
none,1,none,1,10,adam,0.1,200,0.21119999885559082,2.7548258304595947,0.20453333854675293,2.7403111457824707
none,1,oversample,3,10,adam,0.1,80,0.21119999885559082,2.754826545715332,0.20453333854675293,2.7403481006622314
none,1,oversample,1,100,adam,0.1,100,0.21119999885559082,2.7548282146453857,0.20453333854675293,2.740356206893921
none,1,oversample,3,10,adam,0.01,100,0.21119999885559082,2.7548294067382812,0.20453333854675293,2.740342617034912
none,1,undersample,2,50,adam,0.01,100,0.21119999885559082,2.7548301219940186,0.20453333854675293,2.7403385639190674
none,1,undersample,1,50,adam,0.01,80,0.21119999885559082,2.7548303604125977,0.20453333854675293,2.7403464317321777
none,1,oversample,1,10,adam,0.1,100,0.21119999885559082,2.754831314086914,0.20453333854675293,2.7403347492218018
none,1,oversample,3,100,adam,0.1,80,0.21119999885559082,2.7548317909240723,0.20453333854675293,2.740352153778076
